symbol,name,market,latestClosingDate,c,c63,c126,c189,c252,is_valid,rs_index,rs
3382.T,セブン＆アイ・ホールディングス,プライム（内国株式）,1970-01-01,5993.0,6013.0,6178.0,5411.0,5554.0,1.0,3.0000717821434644,37
3386.T,コスモ・バイオ,スタンダード（内国株式）,1970-01-01,962.0,949.0,989.0,1016.0,1028.0,1.0,-2.3450996798458785,23
3387.T,クリエイト・レストランツ・ホールディングス,プライム（内国株式）,1970-01-01,1192.0,1011.0,1045.0,932.0,877.0,1.0,22.737603166910315,76
3388.T,明治電機工業,プライム（内国株式）,1970-01-01,1526.0,1330.0,1210.0,1020.0,1050.0,1.0,30.10611263209068,84
3391.T,ツルハホールディングス,プライム（内国株式）,1970-01-01,10660.0,9903.0,8760.0,9150.0,7660.0,1.0,18.52900345895327,71
3392.T,デリカフーズホールディングス,スタンダード（内国株式）,1970-01-01,687.0,588.0,544.0,483.0,520.0,1.0,26.862328710748518,81
3393.T,スターティアホールディングス,プライム（内国株式）,1970-01-01,1801.0,1186.0,1352.0,1158.0,963.0,1.0,55.893301777074456,95
3395.T,サンマルクホールディングス,プライム（内国株式）,1970-01-01,1895.0,1895.0,1815.0,1674.0,1588.0,1.0,7.388423758080348,49
3396.T,フェリシモ,スタンダード（内国株式）,1970-01-01,1002.0,1005.0,1003.0,1012.0,1025.0,1.0,-0.7857521108391438,26
3397.T,トリドールホールディングス,プライム（内国株式）,1970-01-01,4025.0,3035.0,2755.0,2696.0,2916.0,1.0,39.7327371320558,90
3399.T,丸千代山岡家,スタンダード（内国株式）,1970-01-01,3610.0,1945.0,1263.5,1164.0,984.0,1.0,166.78597753584518,99
3401.T,帝人,プライム（内国株式）,1970-01-01,1493.5,1340.5,1426.0,1284.0,1460.0,1.0,9.23430870131119,53
3402.T,東レ,プライム（内国株式）,1970-01-01,796.2999877929688,771.7000122070312,798.5,728.0999755859375,780.4000244140625,1.0,3.5008538281675596,38
3405.T,クラレ,プライム（内国株式）,1970-01-01,1689.5,1333.0,1263.0,1063.0,1058.0,1.0,41.17644762028079,91
3407.T,旭化成,プライム（内国株式）,1970-01-01,950.7000122070312,966.4000244140624,960.9000244140624,1009.0,1020.5,1.0,-3.3856921486999507,21
3409.T,北日本紡績,スタンダード（内国株式）,1970-01-01,121.0,114.0,85.0,102.0,121.0,1.0,14.652218782249744,64
3415.T,ＴＯＫＹＯ　ＢＡＳＥ,プライム（内国株式）,1970-01-01,311.0,460.0,500.0,302.0,338.0,1.0,-21.518128385158885,4
3416.T,ピクスタ,グロース（内国株式）,1970-01-01,810.0,760.0,829.0,792.0,934.0,1.0,-0.027505445455184782,29
3417.T,大木ヘルスケアホールディングス,スタンダード（内国株式）,1970-01-01,995.0,936.0,833.0,748.0,737.0,1.0,20.016558270665886,73
3418.T,バルニバービ,グロース（内国株式）,1970-01-01,1523.0,1435.0,987.0,992.0,959.0,1.0,35.78205472200475,88
3420.T,ケー・エフ・シー,スタンダード（内国株式）,1970-01-01,1323.0,1290.0,1308.0,1292.0,1651.0,1.0,-2.240859712051171,23
3421.T,稲葉製作所,スタンダード（内国株式）,1970-01-01,1572.0,1482.0,1515.0,1362.0,1337.0,1.0,9.7806583203288,54
3422.T,Ｊ－ＭＡＸ,スタンダード（内国株式）,1970-01-01,619.0,587.0,738.0,644.0,641.0,1.0,-2.5071780055943833,22
3423.T,エスイー,スタンダード（内国株式）,1970-01-01,301.0,304.0,329.0,317.0,344.0,1.0,-5.606328224077208,17
3426.T,アトムリビンテック,スタンダード（内国株式）,1970-01-01,1143.0,1250.0,1168.0,1344.0,1385.0,1.0,-10.337738457897377,11
3431.T,宮地エンジニアリンググループ,プライム（内国株式）,1970-01-01,6030.0,3960.0,3790.0,3405.0,3145.0,1.0,66.49475546266176,97
3433.T,トーカロ,プライム（内国株式）,1970-01-01,1437.0,1396.0,1291.0,1226.0,1256.0,1.0,9.760851345148156,54
3434.T,アルファＣｏ,スタンダード（内国株式）,1970-01-01,1558.0,1081.0,1030.0,937.0,943.0,1.0,54.201298589949495,95
3435.T,サンコーテクノ,スタンダード（内国株式）,1970-01-01,1175.0,991.0,983.0,918.0,922.0,1.0,22.420448480976404,76
3436.T,ＳＵＭＣＯ,プライム（内国株式）,1970-01-01,1955.0,2040.0,1895.0,2025.0,1894.0,1.0,-1.0806399212326738,26
3437.T,特殊電極,スタンダード（内国株式）,1970-01-01,2142.0,2377.0,2207.0,2150.0,2206.0,1.0,-5.19825379160045,17
3439.T,三ツ知,スタンダード（内国株式）,1970-01-01,880.0,1032.0,1108.0,1082.0,1053.0,1.0,-17.026672534127112,6
3440.T,日創プロニティ,スタンダード（内国株式）,1970-01-01,935.0,785.0,622.0,570.0,564.0,1.0,43.67066669623683,92
3441.T,山王,スタンダード（内国株式）,1970-01-01,1046.0,1060.0,1084.0,903.0,1090.0,1.0,1.1304720291188544,32
3443.T,川田テクノロジーズ,プライム（内国株式）,1970-01-01,6040.0,5180.0,3775.0,3350.0,3635.0,1.0,47.93309030677895,94
3444.T,菊池製作所,スタンダード（内国株式）,1970-01-01,383.0,365.0,412.0,466.0,519.0,1.0,-8.238243794422273,14
3445.T,ＲＳ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,プライム（内国株式）,1970-01-01,2777.0,3235.0,3440.0,4275.0,3290.0,1.0,-19.644439608935382,4
3446.T,ジェイテックコーポレーション,プライム（内国株式）,1970-01-01,2599.0,2667.0,2990.0,1838.0,1706.0,1.0,15.114415980413796,65
3447.T,信和,スタンダード（内国株式）,1970-01-01,778.0,729.0,745.0,780.0,811.0,1.0,2.709428418478692,36
3449.T,テクノフレックス,スタンダード（内国株式）,1970-01-01,1100.0,1133.0,1103.0,1000.0,1023.0,1.0,2.2859307015753054,35
3452.T,ビーロット,プライム（内国株式）,1970-01-01,904.0,641.0,574.0,566.0,551.0,1.0,52.666644362141945,95
3454.T,ファーストブラザーズ,プライム（内国株式）,1970-01-01,1089.0,929.0,879.0,845.0,839.0,1.0,23.401908586456805,77
3457.T,Ａｎｄ　Ｄｏホールディングス,プライム（内国株式）,1970-01-01,1044.0,1159.0,882.0,842.0,856.0,1.0,8.895153774418036,52
3458.T,シーアールイー,プライム（内国株式）,1970-01-01,1553.0,1322.0,1162.0,1397.0,1711.0,1.0,14.105670253124359,63
3461.T,パルマ,グロース（内国株式）,1970-01-01,353.0,316.0,313.0,329.0,557.0,1.0,1.3734662955814132,33
3464.T,プロパティエージェント,プライム（内国株式）,1970-01-01,1370.0,1166.0,1238.0,1251.0,1541.0,1.0,8.813896388166274,52
3465.T,ケイアイスター不動産,プライム（内国株式）,1970-01-01,4795.0,4840.0,4195.0,4775.0,4810.0,1.0,2.510047016443596,35
3467.T,アグレ都市デザイン,プライム（内国株式）,1970-01-01,1550.0,1507.0,1673.0,1557.0,1474.0,1.0,0.6122190709281756,30
3469.T,デュアルタップ,スタンダード（内国株式）,1970-01-01,405.0,532.0,506.0,567.0,526.0,1.0,-23.856013212670685,3
3474.T,Ｇ－ＦＡＣＴＯＲＹ,グロース（内国株式）,1970-01-01,407.0,402.0,435.0,481.0,398.0,1.0,-3.414505654418549,21
3475.T,グッドコムアセット,プライム（内国株式）,1970-01-01,958.0,860.0,894.0,748.0,682.5,1.0,19.67814020798349,72
3477.T,フォーライフ,グロース（内国株式）,1970-01-01,603.0,611.0,633.0,654.0,759.5,1.0,-7.15236423755981,15
3479.T,ティーケーピー,グロース（内国株式）,1970-01-01,2670.0,2670.0,2979.0,2617.0,2371.0,1.0,0.8526648477693619,31
3480.T,ジェイ・エス・ビー,プライム（内国株式）,1970-01-01,5660.0,4735.0,4065.0,4350.0,3470.0,1.0,34.30709531390072,87
3482.T,ロードスターキャピタル,プライム（内国株式）,1970-01-01,1761.0,1590.0,1462.0,1744.0,1825.0,1.0,7.8857583355812775,50
3484.T,テンポイノベーション,プライム（内国株式）,1970-01-01,1273.0,1072.0,1286.0,985.0,906.0,1.0,21.247083695969067,75
3486.T,グローバル・リンク・マネジメント,プライム（内国株式）,1970-01-01,1917.0,1287.0,1327.0,1223.0,925.0,1.0,61.270447815628515,96
3489.T,フェイスネットワーク,プライム（内国株式）,1970-01-01,1419.0,1341.0,1750.0,1373.0,1387.0,1.0,-0.32474212757265225,28
3490.T,アズ企画設計,スタンダード（内国株式）,1970-01-01,2274.0,1995.0,1636.0,1320.0,1251.0,1.0,44.20295748654275,92
3491.T,ＧＡ　ｔｅｃｈｎｏｌｏｇｉｅｓ,グロース（内国株式）,1970-01-01,1383.0,1263.0,1099.0,1672.0,1624.0,1.0,2.5438918146363703,35
3494.T,マリオン,スタンダード（内国株式）,1970-01-01,1012.0,1001.0,987.0,944.0,946.0,1.0,3.7821728558400283,39
3495.T,香陵住販,スタンダード（内国株式）,1970-01-01,1518.0,1275.0,2424.0,2060.0,1975.0,1.0,-9.741702136583688,12
3496.T,アズーム,グロース（内国株式）,1970-01-01,7350.0,6200.0,5080.0,5280.0,4295.0,1.0,38.4231158082911,90
3497.T,ＬｅＴｅｃｈ,グロース（内国株式）,1970-01-01,1057.0,1026.0,786.0,734.0,707.0,1.0,26.806331315571168,81
3498.T,霞ヶ関キャピタル,グロース（内国株式）,1970-01-01,5300.0,3955.0,4100.0,5030.0,3075.0,1.0,35.00179603415145,88
3501.T,住江織物,プライム（内国株式）,1970-01-01,2249.0,2174.0,1994.0,1777.0,1726.0,1.0,15.31019688775847,65
3512.T,日本フエルト,スタンダード（内国株式）,1970-01-01,427.0,413.0,426.0,409.0,414.0,1.0,2.911095482890845,36
3513.T,イチカワ,スタンダード（内国株式）,1970-01-01,1458.0,1336.0,1365.0,1307.0,1389.0,1.0,8.319487533855439,51
3521.T,エコナックホールディングス,プライム（内国株式）,1970-01-01,85.0,97.0,94.0,92.0,88.0,1.0,-9.066904537521665,12
3524.T,日東製網,スタンダード（内国株式）,1970-01-01,1446.0,1392.0,1587.0,1350.0,1339.0,1.0,2.7952163596309023,36
3526.T,芦森工業,プライム（内国株式）,1970-01-01,2125.0,1789.0,1510.0,1272.0,1016.0,1.0,50.900930569770544,94
3529.T,アツギ,プライム（内国株式）,1970-01-01,442.0,412.0,399.0,387.0,405.0,1.0,9.73754758521032,54
3536.T,アクサスホールディングス,スタンダード（内国株式）,1970-01-01,137.0,126.0,120.0,124.0,147.0,1.0,7.061626801258138,48
3537.T,昭栄薬品,スタンダード（内国株式）,1970-01-01,978.0,975.0,1009.0,991.0,1001.0,1.0,-1.2132945597764249,25
3538.T,ウイルプラスホールディングス,プライム（内国株式）,1970-01-01,1136.0,1104.0,1200.0,1137.0,1120.0,1.0,0.36087775938642047,30
3539.T,ＪＭホールディングス,プライム（内国株式）,1970-01-01,1907.0,1986.0,1870.0,1705.0,1555.0,1.0,5.701416615359639,44
3540.T,歯愛メディカル,スタンダード（内国株式）,1970-01-01,4230.0,4105.0,4875.0,5030.0,5040.0,1.0,-7.823327276772502,14
3541.T,農業総合研究所,グロース（内国株式）,1970-01-01,336.0,406.0,422.0,361.0,357.0,1.0,-13.53389324750602,8
3542.T,ベガコーポレーション,グロース（内国株式）,1970-01-01,628.0,617.0,626.0,528.0,534.0,1.0,8.085503841291287,50
3543.T,コメダホールディングス,プライム（内国株式）,1970-01-01,2898.0,2678.0,2368.0,2373.0,2214.0,1.0,18.366026255026703,70
3544.T,サツドラホールディングス,プライム（内国株式）,1970-01-01,791.0,764.0,842.0,701.0,641.0,1.0,7.450158690123225,49
3546.T,アレンザホールディングス,プライム（内国株式）,1970-01-01,1010.0,994.0,974.0,975.0,976.0,1.0,2.797752921024242,36
3547.T,串カツ田中ホールディングス,スタンダード（内国株式）,1970-01-01,1599.0,1676.0,1596.0,1750.0,1788.0,1.0,-5.63992309103235,17
3548.T,バロックジャパンリミテッド,プライム（内国株式）,1970-01-01,848.0,838.0,799.0,798.0,773.0,1.0,4.897484558715124,42
3549.T,クスリのアオキホールディングス,プライム（内国株式）,1970-01-01,9187.0,7189.0,6740.0,7630.0,6090.0,1.0,32.630141826309,86
3550.T,スタジオアタオ,グロース（内国株式）,1970-01-01,218.0,222.0,209.0,231.0,252.0,1.0,-3.6834305255357886,20
3551.T,ダイニック,スタンダード（内国株式）,1970-01-01,780.0,716.0,780.0,610.0,618.0,1.0,14.39190793281863,63
3553.T,共和レザー,スタンダード（内国株式）,1970-01-01,656.0,529.0,533.0,505.0,552.0,1.0,23.966723151884768,77
3556.T,リネットジャパングループ,グロース（内国株式）,1970-01-01,709.0,525.0,563.0,468.0,567.0,1.0,34.51351214844406,88
3557.T,ユナイテッド＆コレクティブ,グロース（内国株式）,1970-01-01,1238.0,1212.0,1200.0,1212.0,1207.0,1.0,2.434132303039749,35
3558.T,ジェイドグループ,グロース（内国株式）,1970-01-01,1775.0,1623.0,1005.0,1168.0,1215.0,1.0,38.68147480349297,90
3559.T,ピーバンドットコム,プライム（内国株式）,1970-01-01,460.0,472.0,555.0,527.0,514.0,1.0,-9.084234388294595,12
3560.T,ほぼ日,スタンダード（内国株式）,1970-01-01,3555.0,3485.0,3170.0,3150.0,3400.0,1.0,6.715658687880785,46
3561.T,力の源ホールディングス,プライム（内国株式）,1970-01-01,2359.0,1500.0,1539.0,888.0,677.0,1.0,116.38337557905673,99
3562.T,Ｎｏ．１,スタンダード（内国株式）,1970-01-01,1143.0,1146.0,1255.0,1056.0,909.0,1.0,4.906669524558681,42
3563.T,ＦＯＯＤ　＆　ＬＩＦＥ　ＣＯＭＰＡＮＩＥＳ,プライム（内国株式）,1970-01-01,2753.5,3360.0,3650.0,2578.0,2123.0,1.0,-4.831338343355496,18
3565.T,アセンテック,プライム（内国株式）,1970-01-01,633.0,701.0,522.0,502.0,629.0,1.0,5.719011894710612,44
3566.T,ユニフォームネクスト,グロース（内国株式）,1970-01-01,658.0,696.0,476.0,397.0,270.0,1.0,47.352506127864935,93
3569.T,セーレン,プライム（内国株式）,1970-01-01,2404.0,2300.0,2434.0,2562.0,2064.0,1.0,3.623350092158416,39
3571.T,ソトー,スタンダード（内国株式）,1970-01-01,783.0,801.0,807.0,829.0,754.0,1.0,-1.834211982499724,24
3577.T,東海染工,スタンダード（内国株式）,1970-01-01,1070.0,1115.0,1124.0,1123.0,1124.0,1.0,-4.4799582279797185,19
3580.T,小松マテーレ,プライム（内国株式）,1970-01-01,742.0,661.0,715.0,780.0,859.0,1.0,1.9584521379945468,34
3583.T,オーベクス,スタンダード（内国株式）,1970-01-01,900.0,921.0,1012.0,999.0,994.0,1.0,-6.998820922954879,15
3591.T,ワコールホールディングス,プライム（内国株式）,1970-01-01,3212.0,2950.0,2490.0,2270.0,2206.0,1.0,26.77187886711635,81
3593.T,ホギメディカル,プライム（内国株式）,1970-01-01,3215.0,3240.0,3265.0,3480.0,3405.0,1.0,-3.253915068400296,21
3597.T,自重堂,スタンダード（内国株式）,1970-01-01,9780.0,9090.0,6710.0,6240.0,6250.0,1.0,34.828979086054886,88
3598.T,山喜,スタンダード（内国株式）,1970-01-01,176.0,140.0,139.0,134.0,137.0,1.0,27.57154266626075,82
3600.T,フジックス,スタンダード（内国株式）,1970-01-01,1580.0,1506.0,1492.0,1505.0,1862.0,1.0,1.1127727791724484,32
3604.T,川本産業,スタンダード（内国株式）,1970-01-01,901.0,921.0,916.0,1052.0,921.0,1.0,-4.5011649465818495,19
3607.T,クラウディアホールディングス,スタンダード（内国株式）,1970-01-01,662.0,669.0,363.0,282.0,271.0,1.0,71.86173724486132,97
3608.T,ＴＳＩホールディングス,プライム（内国株式）,1970-01-01,732.0,669.0,642.0,467.0,381.0,1.0,36.344787714218064,89
3611.T,マツオカコーポレーション,プライム（内国株式）,1970-01-01,1425.0,1105.0,1375.0,1047.0,937.0,1.0,29.947835492064083,84
3612.T,ワールド,プライム（内国株式）,1970-01-01,1639.0,1518.0,1480.0,1281.0,1357.0,1.0,15.082664711311558,64
3622.T,ネットイヤーグループ,グロース（内国株式）,1970-01-01,612.0,561.0,532.0,512.0,502.0,1.0,14.932602552878032,64
3623.T,ビリングシステム,グロース（内国株式）,1970-01-01,1004.0,1056.0,1302.0,1554.0,906.0,1.0,-11.462421604485264,10
3624.T,アクセルマーク,グロース（内国株式）,1970-01-01,256.0,349.0,305.0,348.0,391.0,1.0,-26.06486770789283,2
3625.T,テックファームホールディングス,グロース（内国株式）,1970-01-01,572.0,564.0,627.0,711.0,393.0,1.0,4.012418744579873,40
3626.T,ＴＩＳ,プライム（内国株式）,1970-01-01,3460.0,3855.0,3480.0,3760.0,4090.0,1.0,-8.889945087616372,13
3627.T,ＪＮＳホールディングス,プライム（内国株式）,1970-01-01,464.0,426.0,340.0,347.0,398.0,1.0,20.92229152914667,74
3628.T,データホライゾン,グロース（内国株式）,1970-01-01,2282.0,2570.0,2604.0,2004.0,1853.0,1.0,0.44917174175949925,30
3632.T,グリー,プライム（内国株式）,1970-01-01,617.0,689.0,721.0,752.0,863.0,1.0,-16.356321486218185,6
3633.T,ＧＭＯペパボ,プライム（内国株式）,1970-01-01,1365.0,1740.0,1870.0,2030.0,1901.0,1.0,-26.212620607979947,2
3634.T,ソケッツ,スタンダード（内国株式）,1970-01-01,965.0,920.0,1000.0,852.0,863.0,1.0,6.272950943946041,45
3635.T,コーエーテクモホールディングス,プライム（内国株式）,1970-01-01,2278.0,2398.0,2292.0,2356.0,2310.0,1.0,-3.0630276016511053,21
3636.T,三菱総合研究所,プライム（内国株式）,1970-01-01,5100.0,5220.0,5050.0,4975.0,4270.0,1.0,3.668579956923263,39
3639.T,ボルテージ,スタンダード（内国株式）,1970-01-01,299.0,302.0,320.0,318.0,313.0,1.0,-3.79938823693245,20
3640.T,電算,スタンダード（内国株式）,1970-01-01,1579.0,1616.0,1900.0,1634.0,1995.0,1.0,-9.13840963218546,12
3641.T,パピレス,スタンダード（内国株式）,1970-01-01,884.0,981.0,1020.0,1000.0,1208.0,1.0,-14.306052885621511,8
3645.T,メディカルネット,グロース（内国株式）,1970-01-01,355.0,395.0,409.0,434.0,460.0,1.0,-14.896990095154472,8
3646.T,駅探,グロース（内国株式）,1970-01-01,400.0,417.0,493.0,500.0,465.0,1.0,-12.1992138409929,9
3647.T,ジー・スリーホールディングス,スタンダード（内国株式）,1970-01-01,165.0,201.0,194.0,186.0,210.0,1.0,-16.697648627970416,6
3648.T,ＡＧＳ,スタンダード（内国株式）,1970-01-01,721.0,704.0,702.0,651.0,691.0,1.0,4.526064068364848,41
3649.T,ファインデックス,プライム（内国株式）,1970-01-01,681.0,595.0,637.0,519.0,628.0,1.0,15.093660927877933,65
